Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Pass_Fail
18.0,F,Some College,30000.0,B,74.0,High,11.0,Engineering,Public,High,High,No,High,Low,Medium,Neutral,Low,30.0,Yes,5.0,Healthy,Medium,3.0,Yes,Positive,No,No,Auditory,No,Yes,Low,5.0,Low,Pass
20.0,F,High School,40000.0,A,99.0,Low,16.0,Business,Public,High,Low,Yes,Low,Medium,Medium,Negative,Medium,30.0,No,9.0,Balanced,Medium,6.0,No,Negative,No,Yes,Auditory,No,Yes,High,4.0,Low,Fail
19.0,F,College,50000.0,B,93.0,Medium,15.0,Medicine,Public,Medium,Medium,Yes,Medium,Medium,High,Negative,Low,54.0,No,7.0,Unhealthy,High,7.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,High,3.0,Low,Fail
22.0,F,High School,30000.0,B,95.0,Medium,5.0,Engineering,Private,Medium,Low,No,Medium,Low,Low,Negative,Low,90.0,No,8.0,Unhealthy,High,3.0,No,Negative,Yes,Yes,Auditory,Yes,Yes,High,2.0,Low,Fail
18.0,M,College,50000.0,B,97.0,Low,11.0,Medicine,Public,High,Low,Yes,Medium,Low,Low,Negative,Medium,48.0,Yes,4.0,Unhealthy,Low,8.0,No,Neutral,No,No,Kinesthetic,No,No,Medium,3.0,Low,Pass
21.0,F,Some College,40000.0,A,70.0,Medium,18.0,Science,Public,Medium,Low,Yes,Low,High,High,Neutral,Medium,50.0,No,4.0,Healthy,Medium,6.0,No,Positive,No,No,Auditory,No,Yes,Medium,2.0,Low,Fail
18.0,M,College,75000.0,C,91.0,Low,14.0,Business,Public,Low,Medium,No,High,Low,High,Positive,High,27.0,Yes,7.0,Healthy,High,4.0,Yes,Negative,No,No,Kinesthetic,Yes,Yes,Medium,1.0,High,Fail
21.0,M,College,30000.0,B,81.0,Low,18.0,Arts,Public,Low,Low,No,High,Low,Medium,Neutral,Medium,61.0,No,9.0,Balanced,Low,6.0,No,Positive,Yes,Yes,Visual,No,No,Medium,1.0,High,Pass
20.0,M,High School,30000.0,A,78.0,Medium,12.0,Arts,Public,Medium,Medium,Yes,Low,High,Medium,Neutral,Low,67.0,No,6.0,Healthy,Medium,10.0,No,Negative,No,Yes,Auditory,No,Yes,Medium,1.0,Low,Pass
18.0,F,Graduate,40000.0,B,73.0,High,14.0,Science,Public,Medium,Medium,No,Medium,Medium,High,Negative,Low,90.0,No,8.0,Balanced,Medium,2.0,Yes,Negative,No,No,Auditory,No,Yes,Medium,4.0,High,Pass
21.0,M,Some College,75000.0,C,73.0,Medium,5.0,Medicine,Public,High,Low,Yes,Medium,High,Medium,Positive,High,51.0,Yes,5.0,Healthy,Low,3.0,Yes,Positive,No,No,Auditory,Yes,No,High,2.0,Medium,Fail
22.0,M,College,40000.0,A,85.0,Medium,12.0,Medicine,Private,Low,Medium,Yes,Low,Medium,Medium,Positive,Medium,49.0,No,7.0,Unhealthy,High,9.0,No,Positive,No,No,Auditory,No,No,High,5.0,Low,Fail
19.0,M,High School,60000.0,A,84.0,Low,10.0,Medicine,Private,Low,Low,No,Medium,Medium,Low,Negative,High,84.0,No,7.0,Balanced,Medium,8.0,Yes,Negative,Yes,Yes,Auditory,Yes,No,Low,5.0,High,Pass
22.0,F,Graduate,40000.0,B,83.0,Medium,10.0,Engineering,Public,Low,High,No,Medium,High,High,Neutral,Low,50.0,Yes,8.0,Unhealthy,Low,4.0,Yes,Negative,No,No,Auditory,Yes,Yes,Medium,5.0,High,Pass
19.0,F,Some College,75000.0,C,88.0,Medium,6.0,Business,Private,Low,High,Yes,High,High,Medium,Positive,Low,61.0,Yes,9.0,Healthy,High,6.0,Yes,Negative,No,Yes,Auditory,No,Yes,Medium,1.0,Low,Pass
18.0,M,Graduate,50000.0,B,73.0,Low,15.0,Law,Public,Medium,Low,No,High,Low,High,Negative,Low,45.0,No,7.0,Unhealthy,Low,6.0,Yes,Positive,No,No,Kinesthetic,Yes,Yes,Medium,6.0,Medium,Pass
21.0,M,Some College,40000.0,B,87.0,High,7.0,Arts,Public,Low,High,No,Medium,Medium,Low,Negative,High,69.0,Yes,7.0,Healthy,High,9.0,Yes,Neutral,Yes,No,Auditory,Yes,No,High,1.0,Medium,Pass
20.0,F,Graduate,30000.0,A,85.0,Medium,8.0,Arts,Public,High,Low,Yes,High,Low,Medium,Positive,Low,86.0,No,7.0,Balanced,Medium,6.0,No,Negative,Yes,Yes,Auditory,Yes,Yes,Low,4.0,Medium,Pass
18.0,M,Graduate,30000.0,C,70.0,Medium,11.0,Science,Public,Medium,Low,No,Low,High,Low,Negative,High,61.0,No,6.0,Balanced,High,8.0,Yes,Negative,Yes,No,Visual,No,Yes,Low,4.0,Medium,Pass
18.0,F,Some College,50000.0,A,84.0,Low,19.0,Medicine,Public,Medium,Low,No,Low,Low,Medium,Neutral,Low,49.0,No,9.0,Healthy,High,2.0,Yes,Positive,Yes,Yes,Kinesthetic,No,No,Medium,3.0,High,Fail
21.0,M,Some College,30000.0,A,91.0,Low,17.0,Engineering,Public,High,Low,No,High,High,Medium,Negative,Low,61.0,No,6.0,Unhealthy,High,6.0,Yes,Negative,No,Yes,Visual,Yes,No,Low,1.0,Medium,Pass
20.0,F,Some College,30000.0,B,95.0,Medium,17.0,Business,Public,Low,High,No,High,High,Medium,Positive,Medium,57.0,No,5.0,Healthy,Medium,8.0,No,Negative,No,No,Visual,Yes,Yes,High,4.0,Low,Fail
21.0,F,Some College,50000.0,C,85.0,Low,16.0,Engineering,Public,Low,Medium,Yes,High,Medium,Low,Negative,High,61.0,Yes,5.0,Healthy,Low,4.0,No,Negative,Yes,No,Visual,No,Yes,High,2.0,High,Pass
22.0,F,High School,40000.0,C,85.0,High,20.0,Medicine,Private,Low,Low,Yes,High,High,Low,Neutral,High,77.0,Yes,9.0,Healthy,High,6.0,Yes,Negative,Yes,No,Auditory,Yes,No,Low,2.0,Medium,Fail
21.0,F,Some College,50000.0,B,77.0,Low,17.0,Science,Public,Low,Low,Yes,Medium,High,Low,Negative,Low,25.0,No,6.0,Balanced,Medium,8.0,No,Negative,Yes,Yes,Visual,Yes,No,Medium,6.0,High,Pass
18.0,F,College,40000.0,B,78.0,High,11.0,Law,Private,Low,Low,Yes,High,Medium,Medium,Negative,High,41.0,No,7.0,Unhealthy,Low,7.0,No,Neutral,Yes,No,Visual,No,No,Medium,3.0,Low,Pass
19.0,F,High School,30000.0,C,85.0,High,13.0,Engineering,Private,Medium,Low,Yes,High,High,Medium,Neutral,High,61.0,No,4.0,Healthy,Low,3.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,Medium,6.0,High,Pass
21.0,F,High School,30000.0,A,97.0,High,12.0,Law,Public,High,High,Yes,Low,Medium,High,Positive,High,81.0,Yes,8.0,Unhealthy,Medium,5.0,Yes,Positive,Yes,No,Kinesthetic,No,Yes,Low,3.0,Low,Pass
20.0,F,Graduate,75000.0,A,95.0,Medium,8.0,Science,Public,High,Low,No,Low,High,Low,Neutral,Medium,29.0,No,9.0,Unhealthy,Medium,9.0,Yes,Neutral,No,Yes,Kinesthetic,No,No,Low,4.0,High,Pass
18.0,M,Some College,50000.0,A,83.0,High,13.0,Engineering,Private,Low,High,Yes,High,Low,Low,Positive,Low,34.0,Yes,9.0,Balanced,Medium,8.0,Yes,Positive,Yes,Yes,Kinesthetic,No,Yes,Low,2.0,Medium,Fail
22.0,F,Graduate,50000.0,A,90.0,Medium,9.0,Engineering,Private,High,High,No,Medium,Low,High,Negative,Low,75.0,Yes,7.0,Balanced,High,6.0,Yes,Negative,No,Yes,Visual,Yes,Yes,Low,1.0,Low,Pass
20.0,F,Some College,50000.0,C,79.0,Medium,9.0,Engineering,Private,Low,High,Yes,Low,High,Low,Negative,Medium,51.0,Yes,5.0,Balanced,High,6.0,Yes,Neutral,Yes,Yes,Visual,Yes,Yes,Low,3.0,High,Fail
20.0,F,College,75000.0,C,74.0,Medium,19.0,Engineering,Private,High,High,Yes,High,Low,Low,Negative,Medium,59.0,Yes,7.0,Unhealthy,Medium,6.0,Yes,Positive,Yes,No,Kinesthetic,No,Yes,Medium,4.0,Low,Fail
20.0,M,Some College,75000.0,B,72.0,High,11.0,Engineering,Private,High,Low,No,Medium,Medium,Low,Negative,Low,25.0,No,9.0,Balanced,Low,4.0,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Medium,2.0,High,Pass
20.0,F,College,30000.0,A,83.0,High,18.0,Science,Public,Low,Medium,No,Medium,Medium,High,Positive,High,35.0,Yes,4.0,Balanced,Medium,2.0,Yes,Negative,Yes,No,Kinesthetic,No,Yes,Low,3.0,Medium,Pass
20.0,M,Graduate,50000.0,A,97.0,Medium,13.0,Medicine,Private,Low,Medium,Yes,Medium,High,High,Positive,Low,26.0,No,6.0,Balanced,High,9.0,Yes,Positive,Yes,No,Visual,Yes,No,Medium,4.0,High,Fail
22.0,F,College,30000.0,A,80.0,Medium,17.0,Engineering,Public,High,Medium,No,High,Low,High,Negative,High,28.0,Yes,6.0,Unhealthy,Low,10.0,No,Positive,Yes,No,Auditory,Yes,No,Low,5.0,Low,Pass
20.0,F,Graduate,75000.0,B,93.0,Low,7.0,Medicine,Public,Low,High,No,High,Low,High,Positive,High,94.0,Yes,8.0,Balanced,Medium,2.0,No,Positive,Yes,No,Visual,No,No,Medium,5.0,Medium,Pass
18.0,M,College,50000.0,B,75.0,Low,12.0,Medicine,Private,Medium,High,Yes,High,Low,Low,Negative,High,60.0,Yes,9.0,Healthy,Low,7.0,Yes,Neutral,No,Yes,Visual,No,Yes,Medium,3.0,High,Pass
20.0,F,Some College,40000.0,B,97.0,Medium,19.0,Business,Public,High,High,Yes,Medium,Low,High,Neutral,Medium,93.0,Yes,5.0,Healthy,High,2.0,No,Negative,No,Yes,Visual,Yes,Yes,High,1.0,Medium,Pass
22.0,F,Some College,75000.0,B,85.0,High,11.0,Medicine,Private,High,Low,No,Low,Low,Medium,Neutral,Medium,63.0,Yes,4.0,Unhealthy,High,8.0,Yes,Negative,Yes,No,Visual,Yes,Yes,High,3.0,Low,Pass
19.0,F,Graduate,40000.0,A,82.0,Low,18.0,Arts,Public,Low,Low,No,High,Medium,High,Positive,Low,92.0,No,9.0,Balanced,High,10.0,No,Positive,No,Yes,Visual,Yes,Yes,Low,1.0,High,Pass
21.0,F,Some College,40000.0,A,84.0,High,20.0,Science,Private,High,High,No,High,Medium,Low,Neutral,High,69.0,Yes,5.0,Balanced,High,3.0,Yes,Positive,Yes,No,Kinesthetic,No,No,High,2.0,Low,Pass
22.0,F,Some College,30000.0,A,81.0,High,14.0,Arts,Public,Low,High,Yes,Low,Medium,High,Positive,Medium,44.0,Yes,7.0,Healthy,Medium,5.0,Yes,Positive,Yes,No,Auditory,No,Yes,Medium,1.0,Low,Fail
22.0,M,Graduate,60000.0,A,83.0,High,12.0,Law,Private,High,High,Yes,Low,Low,Medium,Neutral,Medium,61.0,Yes,7.0,Unhealthy,Low,5.0,Yes,Negative,Yes,No,Auditory,Yes,No,High,4.0,Low,Pass
18.0,M,High School,50000.0,A,85.0,Medium,20.0,Engineering,Public,Low,Medium,Yes,Low,Low,Low,Negative,Medium,70.0,Yes,7.0,Balanced,High,10.0,Yes,Positive,Yes,Yes,Auditory,No,Yes,High,3.0,Low,Pass
21.0,F,Graduate,75000.0,C,82.0,High,19.0,Law,Public,Medium,Low,No,Medium,High,Medium,Positive,Medium,38.0,No,9.0,Healthy,High,10.0,Yes,Positive,Yes,Yes,Visual,Yes,No,High,1.0,Medium,Pass
19.0,F,College,30000.0,A,71.0,Medium,12.0,Engineering,Public,High,Medium,Yes,Medium,High,Medium,Neutral,Low,22.0,No,8.0,Balanced,High,5.0,No,Negative,No,Yes,Kinesthetic,Yes,No,Low,5.0,Medium,Fail
22.0,F,College,60000.0,B,85.0,Medium,11.0,Science,Private,Low,High,Yes,High,Low,Medium,Negative,Medium,69.0,Yes,7.0,Unhealthy,Low,6.0,Yes,Negative,Yes,Yes,Kinesthetic,No,Yes,High,2.0,High,Pass
21.0,M,Graduate,75000.0,A,97.0,Low,8.0,Engineering,Public,Low,High,Yes,High,Medium,High,Negative,Low,94.0,No,7.0,Healthy,High,8.0,Yes,Positive,Yes,No,Auditory,No,No,High,1.0,Low,Fail
19.0,M,College,60000.0,B,99.0,Medium,5.0,Arts,Public,Medium,High,Yes,Low,Medium,Low,Positive,High,77.0,No,4.0,Balanced,Low,8.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,High,2.0,High,Pass
18.0,F,Some College,60000.0,C,88.0,Medium,7.0,Business,Private,Medium,High,Yes,Medium,Medium,Low,Negative,Low,49.0,No,9.0,Healthy,Low,9.0,No,Negative,Yes,Yes,Kinesthetic,Yes,Yes,High,3.0,Low,Pass
21.0,M,Graduate,30000.0,A,97.0,Medium,11.0,Business,Private,High,Medium,Yes,High,Low,Low,Negative,Low,72.0,Yes,4.0,Unhealthy,High,8.0,Yes,Neutral,No,Yes,Auditory,No,No,Medium,2.0,Medium,Pass
18.0,F,Some College,60000.0,C,99.0,Medium,6.0,Law,Private,Low,Low,Yes,Low,Low,High,Neutral,Low,61.0,Yes,7.0,Healthy,Medium,9.0,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Medium,1.0,Medium,Pass
18.0,M,College,60000.0,C,85.0,Low,16.0,Business,Public,Low,Medium,No,High,Medium,Medium,Neutral,High,61.0,Yes,5.0,Healthy,Low,10.0,No,Negative,Yes,No,Visual,Yes,Yes,High,3.0,Low,Pass
20.0,F,Graduate,40000.0,A,71.0,Medium,9.0,Law,Public,Medium,Medium,Yes,Medium,High,Medium,Neutral,High,84.0,No,7.0,Unhealthy,Medium,2.0,No,Positive,Yes,No,Visual,No,Yes,Medium,3.0,Low,Pass
20.0,M,Some College,50000.0,B,98.0,Medium,5.0,Law,Private,High,High,Yes,High,Medium,Medium,Positive,Low,89.0,No,7.0,Unhealthy,High,5.0,No,Positive,No,Yes,Auditory,No,Yes,High,3.0,Low,Pass
21.0,M,Graduate,30000.0,C,87.0,Medium,20.0,Business,Public,High,Low,Yes,High,Low,High,Neutral,High,79.0,Yes,9.0,Balanced,Medium,4.0,No,Neutral,Yes,No,Kinesthetic,No,No,Low,5.0,High,Fail
18.0,F,Graduate,30000.0,B,71.0,Low,15.0,Business,Public,Low,High,Yes,Low,High,Low,Neutral,High,32.0,Yes,7.0,Balanced,High,7.0,Yes,Negative,No,Yes,Kinesthetic,No,No,High,2.0,Medium,Fail
18.0,F,Some College,30000.0,C,97.0,Medium,19.0,Engineering,Private,Low,High,Yes,Medium,Low,Medium,Positive,Low,44.0,No,4.0,Healthy,High,5.0,Yes,Positive,No,No,Kinesthetic,Yes,Yes,Medium,2.0,High,Pass
18.0,F,Some College,75000.0,C,99.0,Low,7.0,Science,Public,Low,Low,No,Low,Low,High,Positive,Medium,61.0,No,4.0,Balanced,High,6.0,Yes,Negative,Yes,No,Auditory,Yes,No,Low,3.0,Medium,Pass
18.0,F,High School,75000.0,A,72.0,Medium,19.0,Law,Public,Low,High,No,Low,Medium,Medium,Negative,High,87.0,No,4.0,Unhealthy,Low,9.0,No,Negative,Yes,No,Visual,Yes,No,Medium,5.0,High,Pass
20.0,M,College,60000.0,B,93.0,High,9.0,Business,Private,Low,Medium,Yes,High,Medium,Medium,Negative,Low,61.0,No,8.0,Unhealthy,Low,3.0,No,Negative,Yes,No,Auditory,Yes,Yes,Low,2.0,Low,Pass
22.0,F,College,40000.0,B,72.0,Medium,8.0,Business,Public,Low,High,Yes,Low,Medium,High,Positive,High,62.0,No,6.0,Healthy,Medium,8.0,Yes,Positive,No,Yes,Kinesthetic,Yes,Yes,Low,3.0,Medium,Pass
19.0,F,Graduate,50000.0,A,93.0,Medium,5.0,Medicine,Private,Low,High,No,Medium,High,Medium,Positive,High,74.0,Yes,9.0,Unhealthy,Low,10.0,Yes,Positive,Yes,Yes,Auditory,Yes,No,High,4.0,Low,Pass
22.0,M,High School,60000.0,A,85.0,Medium,12.0,Science,Public,Low,Low,No,High,Medium,High,Positive,Low,36.0,Yes,5.0,Unhealthy,High,8.0,Yes,Positive,No,Yes,Auditory,Yes,Yes,High,2.0,Low,Pass
20.0,F,College,50000.0,C,85.0,High,19.0,Business,Public,Low,Low,No,High,Low,Medium,Positive,High,80.0,No,9.0,Healthy,Low,6.0,Yes,Negative,Yes,Yes,Visual,Yes,Yes,High,1.0,High,Pass
20.0,F,Some College,30000.0,A,83.0,Medium,15.0,Business,Public,Medium,High,No,Low,High,High,Positive,Medium,61.0,Yes,4.0,Balanced,Medium,6.0,No,Neutral,Yes,No,Auditory,Yes,No,High,4.0,High,Pass
21.0,F,High School,75000.0,C,83.0,High,19.0,Medicine,Private,Medium,Low,Yes,Medium,Low,Medium,Neutral,High,31.0,Yes,5.0,Balanced,High,5.0,No,Negative,Yes,No,Kinesthetic,Yes,No,High,2.0,Medium,Pass
20.0,M,College,60000.0,B,88.0,Medium,16.0,Arts,Public,High,Medium,Yes,High,Low,Medium,Neutral,High,32.0,Yes,6.0,Healthy,High,8.0,No,Neutral,Yes,Yes,Auditory,No,Yes,Medium,2.0,Medium,Fail
21.0,F,Graduate,30000.0,A,82.0,Medium,8.0,Business,Public,High,Medium,Yes,Low,Medium,Medium,Neutral,High,62.0,Yes,6.0,Balanced,Medium,6.0,No,Negative,No,No,Visual,No,No,High,4.0,Low,Fail
21.0,M,College,30000.0,C,92.0,High,14.0,Business,Private,High,High,No,High,High,Low,Positive,High,39.0,No,7.0,Healthy,High,7.0,No,Negative,No,No,Visual,Yes,Yes,High,4.0,Low,Pass
20.0,F,Some College,60000.0,B,88.0,Low,17.0,Law,Private,Low,Medium,No,Low,Medium,Medium,Negative,Medium,49.0,Yes,7.0,Unhealthy,High,10.0,Yes,Positive,No,No,Auditory,Yes,No,Low,3.0,High,Pass
21.0,M,Some College,40000.0,B,94.0,Low,5.0,Business,Private,Low,High,No,High,Medium,Low,Positive,Medium,52.0,No,9.0,Healthy,Low,10.0,Yes,Positive,Yes,Yes,Kinesthetic,No,No,Medium,1.0,High,Fail
18.0,F,Graduate,50000.0,B,85.0,Medium,16.0,Business,Private,Medium,High,Yes,High,High,Medium,Neutral,High,100.0,Yes,7.0,Balanced,High,7.0,Yes,Positive,Yes,No,Visual,Yes,No,Low,4.0,Low,Pass
18.0,F,Some College,30000.0,B,72.0,Medium,9.0,Science,Public,Low,Low,No,Medium,Medium,High,Positive,Low,26.0,Yes,9.0,Unhealthy,Medium,6.0,No,Neutral,No,No,Visual,Yes,Yes,Medium,2.0,Low,Pass
19.0,F,College,40000.0,A,79.0,High,12.0,Medicine,Private,Low,Medium,No,Low,Medium,High,Neutral,High,44.0,No,8.0,Balanced,Low,9.0,Yes,Negative,Yes,No,Visual,Yes,No,High,4.0,Medium,Pass
18.0,M,Some College,50000.0,C,85.0,Low,6.0,Medicine,Public,Low,High,No,Low,Low,Low,Neutral,Low,30.0,Yes,9.0,Balanced,Low,7.0,No,Neutral,No,No,Auditory,Yes,Yes,Low,1.0,Low,Pass
20.0,F,Some College,40000.0,B,98.0,Medium,12.0,Law,Private,Low,High,Yes,Low,Low,High,Negative,High,35.0,No,6.0,Unhealthy,Medium,4.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,Low,1.0,Medium,Pass
22.0,M,Some College,50000.0,C,76.0,High,9.0,Law,Public,Low,Medium,Yes,High,Low,Low,Positive,Medium,21.0,Yes,7.0,Balanced,Low,6.0,Yes,Positive,Yes,Yes,Visual,Yes,No,Medium,3.0,Medium,Pass
22.0,M,High School,50000.0,C,77.0,Medium,12.0,Science,Private,Low,High,No,High,High,High,Positive,High,92.0,No,5.0,Balanced,Low,7.0,Yes,Negative,No,Yes,Kinesthetic,No,No,High,3.0,Medium,Fail
22.0,M,Graduate,50000.0,C,94.0,Low,10.0,Business,Private,Medium,Medium,No,High,Medium,Low,Negative,Low,27.0,No,7.0,Unhealthy,Medium,6.0,Yes,Neutral,Yes,No,Visual,Yes,No,High,2.0,High,Pass
20.0,M,High School,40000.0,B,84.0,High,15.0,Law,Public,Low,Medium,No,High,Medium,Medium,Neutral,Low,85.0,Yes,4.0,Balanced,Medium,6.0,No,Negative,Yes,No,Visual,Yes,Yes,Medium,3.0,High,Fail
22.0,F,Some College,75000.0,B,81.0,High,15.0,Medicine,Public,High,Medium,No,Medium,High,Low,Negative,Medium,68.0,No,7.0,Healthy,Medium,9.0,Yes,Positive,No,Yes,Auditory,No,Yes,High,3.0,High,Fail
21.0,M,Some College,40000.0,C,79.0,High,11.0,Science,Private,High,Medium,No,High,High,Low,Positive,Low,66.0,Yes,9.0,Balanced,High,8.0,No,Neutral,No,No,Auditory,No,Yes,High,5.0,High,Pass
22.0,M,Some College,50000.0,A,85.0,Medium,15.0,Arts,Private,High,High,No,Low,Low,Medium,Positive,Low,61.0,No,9.0,Healthy,Medium,8.0,Yes,Negative,Yes,Yes,Kinesthetic,Yes,Yes,Low,5.0,Low,Pass
19.0,F,High School,40000.0,A,86.0,High,6.0,Science,Private,High,Low,Yes,Medium,Medium,Medium,Neutral,Low,67.0,Yes,6.0,Unhealthy,High,10.0,Yes,Neutral,Yes,Yes,Auditory,Yes,Yes,Low,6.0,Low,Pass
19.0,M,Some College,30000.0,C,80.0,Medium,16.0,Business,Private,Low,Medium,No,Low,Low,Medium,Negative,Low,61.0,No,7.0,Healthy,High,4.0,No,Negative,Yes,Yes,Visual,Yes,No,High,6.0,Low,Pass
19.0,M,College,60000.0,C,91.0,Low,5.0,Arts,Public,Low,High,Yes,High,Medium,Medium,Positive,High,24.0,No,5.0,Balanced,Low,6.0,No,Negative,Yes,Yes,Auditory,Yes,Yes,High,2.0,Medium,Pass
20.0,F,Graduate,30000.0,A,84.0,Medium,16.0,Business,Public,Medium,Low,Yes,High,High,Medium,Neutral,High,81.0,Yes,7.0,Unhealthy,Medium,2.0,Yes,Negative,No,No,Auditory,Yes,No,High,4.0,High,Pass
19.0,M,Some College,75000.0,B,74.0,Low,12.0,Science,Private,High,High,Yes,Low,Low,Medium,Negative,Low,84.0,Yes,7.0,Healthy,High,5.0,No,Positive,No,No,Auditory,No,No,Medium,2.0,Medium,Pass
20.0,M,Some College,30000.0,A,71.0,Medium,17.0,Medicine,Private,Low,High,Yes,Low,High,Medium,Neutral,Low,55.0,No,7.0,Unhealthy,Medium,3.0,Yes,Positive,Yes,Yes,Kinesthetic,Yes,Yes,High,4.0,Low,Fail
21.0,M,Some College,30000.0,A,83.0,Low,15.0,Business,Public,High,High,Yes,Low,Medium,Medium,Negative,High,23.0,No,9.0,Healthy,Medium,2.0,No,Neutral,No,No,Kinesthetic,No,Yes,High,4.0,Low,Pass
20.0,M,Graduate,75000.0,C,93.0,Low,6.0,Arts,Public,High,Medium,Yes,Medium,Medium,Medium,Negative,Medium,28.0,Yes,6.0,Unhealthy,High,5.0,No,Negative,Yes,Yes,Visual,No,No,High,1.0,High,Pass
21.0,F,High School,60000.0,B,79.0,Medium,12.0,Business,Public,Low,High,Yes,Low,High,High,Neutral,Medium,100.0,Yes,4.0,Balanced,Low,8.0,No,Negative,No,No,Visual,No,Yes,High,3.0,Low,Fail
19.0,F,Some College,30000.0,B,100.0,Medium,5.0,Science,Private,Low,Medium,No,High,Low,Medium,Neutral,Medium,36.0,No,7.0,Healthy,Low,10.0,No,Positive,Yes,No,Kinesthetic,Yes,Yes,Low,3.0,Low,Pass
20.0,M,Graduate,40000.0,C,88.0,Low,11.0,Science,Public,High,Low,Yes,High,Medium,Low,Negative,Low,80.0,Yes,7.0,Balanced,Low,6.0,No,Positive,Yes,No,Kinesthetic,Yes,No,Medium,2.0,Medium,Fail
20.0,M,Graduate,60000.0,C,84.0,Medium,5.0,Medicine,Public,High,Medium,Yes,High,Low,Low,Positive,High,35.0,Yes,6.0,Balanced,Low,6.0,Yes,Positive,Yes,No,Auditory,No,Yes,Low,3.0,High,Fail
19.0,M,Some College,75000.0,A,93.0,Medium,13.0,Business,Public,Low,Medium,No,High,Low,High,Neutral,Medium,47.0,Yes,9.0,Unhealthy,High,5.0,Yes,Negative,No,No,Visual,No,No,High,5.0,Low,Pass
19.0,M,Graduate,30000.0,B,98.0,Low,11.0,Arts,Public,Low,Low,Yes,High,Low,Low,Negative,High,46.0,No,5.0,Unhealthy,Low,6.0,No,Negative,No,Yes,Kinesthetic,Yes,No,Low,6.0,Medium,Pass
20.0,M,Some College,40000.0,B,73.0,Low,20.0,Arts,Public,Low,Medium,No,High,Medium,High,Neutral,Medium,61.0,Yes,9.0,Healthy,High,4.0,Yes,Negative,No,No,Kinesthetic,No,Yes,Medium,3.0,High,Pass
20.0,M,College,60000.0,C,98.0,Medium,11.0,Science,Private,Low,High,No,High,Low,High,Neutral,High,41.0,Yes,9.0,Unhealthy,High,9.0,Yes,Neutral,No,No,Visual,Yes,No,High,3.0,High,Fail
22.0,M,College,30000.0,B,75.0,Medium,6.0,Science,Private,Low,Medium,No,Low,Low,Medium,Neutral,Low,60.0,No,6.0,Balanced,Medium,10.0,No,Positive,No,No,Visual,No,No,High,2.0,Low,Pass
20.0,F,Some College,75000.0,A,93.0,Low,14.0,Business,Public,High,Medium,No,High,High,Medium,Neutral,Low,96.0,Yes,8.0,Balanced,Medium,3.0,No,Negative,Yes,Yes,Auditory,Yes,No,High,5.0,High,Pass
21.0,F,Graduate,40000.0,C,97.0,Medium,10.0,Science,Public,High,Medium,No,Low,Low,High,Neutral,Medium,41.0,Yes,7.0,Unhealthy,High,4.0,No,Negative,Yes,Yes,Kinesthetic,No,Yes,Low,6.0,Medium,Pass
21.0,M,Some College,30000.0,C,85.0,Low,7.0,Medicine,Public,Medium,High,Yes,Medium,Medium,Low,Neutral,Low,58.0,Yes,4.0,Healthy,Medium,7.0,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,Medium,3.0,High,Pass
19.0,F,Some College,60000.0,A,74.0,Low,8.0,Business,Private,High,Medium,Yes,Low,Low,Medium,Neutral,High,24.0,No,9.0,Balanced,High,6.0,No,Positive,Yes,No,Visual,No,No,High,4.0,Medium,Pass
22.0,M,Some College,30000.0,C,95.0,Low,5.0,Business,Private,Low,Medium,Yes,Low,Low,Low,Negative,Medium,52.0,No,7.0,Healthy,Medium,6.0,Yes,Neutral,No,Yes,Auditory,No,Yes,Medium,1.0,Low,Pass
19.0,M,Some College,40000.0,C,72.0,Medium,13.0,Arts,Public,Medium,Low,No,Medium,Low,Medium,Positive,Medium,61.0,Yes,8.0,Healthy,Medium,6.0,No,Neutral,No,No,Visual,Yes,No,High,4.0,Low,Pass
21.0,F,High School,75000.0,C,86.0,High,12.0,Engineering,Public,Medium,High,No,Medium,Low,High,Negative,Low,98.0,No,6.0,Balanced,Low,5.0,No,Positive,Yes,No,Visual,Yes,No,Low,5.0,Medium,Pass
18.0,M,Some College,50000.0,B,75.0,Medium,13.0,Medicine,Public,Low,High,Yes,Low,Low,High,Neutral,Low,68.0,Yes,4.0,Unhealthy,Medium,3.0,No,Neutral,Yes,No,Visual,Yes,Yes,Medium,4.0,Medium,Fail
21.0,F,Graduate,60000.0,A,85.0,High,16.0,Engineering,Private,Medium,High,Yes,Medium,Medium,High,Negative,Medium,24.0,Yes,5.0,Healthy,High,5.0,No,Positive,No,No,Kinesthetic,Yes,No,High,3.0,Low,Pass
